Date,price,rsi,return,target
2015-01-21,100.38660647618454,49.41964585601603,-0.01704917832513031,0
2015-01-22,99.84222242823598,47.612274104759386,-0.005422875292409701,0
2015-01-23,98.85095777273494,40.72737630605874,-0.009928311203344253,1
2015-01-26,99.1813644623352,33.93566969211291,0.0033424733259528328,0
2015-01-27,98.30061006747923,31.965937334697742,-0.008880240755212099,0
2015-01-28,96.93196703507454,29.035403699765027,-0.013923037013352957,1
2015-01-29,98.37203561002255,27.91917572738309,0.014856487689215436,0
2015-01-30,98.16960927443094,22.412539157388125,-0.002057763004865487,1
2015-02-02,98.255535370978,23.92956546495283,0.0008752820468791445,0
2015-02-03,96.87529251999987,17.535575408560277,-0.014047481862134448,0
2015-02-04,96.36729522169175,17.472967498611567,-0.005243827245251964,1
2015-02-05,96.49346178022934,19.038080933268773,0.001309225897098587,0
2015-02-06,95.4021269248625,15.658003622287225,-0.011309935774223012,1
2015-02-09,95.77963125056381,21.32277843812659,0.003956980183456693,0
2015-02-10,95.22349765446148,23.87950779704485,-0.0058063868991879986,0
2015-02-11,94.96478136299976,24.590270454867138,-0.002716937497932781,0
2015-02-12,94.412364950522,25.76853298341551,-0.005817066122293935,1
2015-02-13,96.18002706296961,35.83739403083328,0.018722781845089687,1
2015-02-16,96.1862814339765,39.125493912478,6.502775262062777e-05,0
2015-02-17,95.18814587937985,40.67573570033651,-0.010377109289559039,1
2015-02-18,95.99014875941192,36.331293202545524,0.008425449121031825,0
2015-02-19,94.83745715343679,32.758520163534754,-0.012008436499710173,1
2015-02-20,95.05450556728924,33.65872255059652,0.0022886359500475795,0
2015-02-23,93.2107617213989,32.13784682310201,-0.019396701238797776,0
2015-02-24,91.9913915404876,30.05364448145754,-0.013081860488984298,1
2015-02-25,92.1908852090755,30.518119042452724,0.0021686123586912576,1
2015-02-26,92.89012226318827,38.207005233539256,0.007584665799954093,1
2015-02-27,93.0678844935586,37.02596474941237,0.0019136828118997418,0
2015-03-02,92.97886666058544,38.758355284545,-0.0009564828238823875,0
2015-03-03,92.71749963028549,38.74806726259437,-0.0028110369558930204,0
2015-03-04,91.36519450925896,35.874538855567536,-0.014585219903674007,0
2015-03-05,90.72578048699734,21.762607253736036,-0.006998442083947176,0
2015-03-06,90.32600752291576,20.848360277199717,-0.004406387709597892,1
2015-03-09,91.29892902600126,30.604631428398037,0.010771222262189184,1
2015-03-10,91.63090863011993,27.191381998890336,0.00363618289568457,0
2015-03-11,90.03374509797321,25.98287355406248,-0.017430401553627295,1
2015-03-12,90.34353678190111,26.662984415479357,0.003440839693948039,0
2015-03-13,90.01370853760899,31.36790457435437,-0.0036508228041631785,0
2015-03-16,89.42238868293416,33.845542004579,-0.006569220003059595,1
2015-03-17,89.98724870915937,36.75180230782545,0.006316762888408656,1
2015-03-18,90.93301426339988,38.57265868193693,0.010509995224959434,1
2015-03-19,91.7980419498007,43.136382974259874,0.009512801191162046,0
2015-03-20,91.04601630417267,40.251464792772055,-0.008192175232226373,0
2015-03-23,90.78269995730149,40.24355163536075,-0.0028921237585121107,1
2015-03-24,91.10158638429232,48.51606645121708,0.003512634314035701,1
2015-03-25,92.0085437882723,57.009929348113424,0.009955451271223659,0
2015-03-26,91.58606425857995,56.86879828510546,-0.004591742378452945,0
2015-03-27,91.43434372176252,50.81075749180049,-0.0016565897666382945,0
2015-03-30,90.44106046766012,43.398846222785025,-0.010863349740060313,0
2015-03-31,89.37728672355071,46.12893270398746,-0.011762066240806557,1
2015-04-01,90.12137571487956,48.75377111510251,0.008325258223941923,1
2015-04-02,91.36166216176643,56.86065879604407,0.013762400285708187,0
2015-04-03,91.31414485019829,60.19266394961458,-0.0005201012158032592,1
2015-04-06,92.24877516316884,61.71804606264714,0.010235328978920322,1
2015-04-07,92.6008297218567,59.2082960600137,0.0038163602504763805,0
2015-04-08,92.02196364233713,51.27665101629346,-0.00625119754605119,1
2015-04-09,92.37293136777154,57.92772272014857,0.0038139560550840557,1
2015-04-10,93.81213541599791,65.86969869591019,0.015580365664659368,0
